Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,ZETA DIVISION,$$$ (won),9,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,Eco (won),5,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,$$ (won),3,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,Paper Rex,$$$ (won),29,20
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,ZETA DIVISION,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,ZETA DIVISION,Eco (won),6,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,ZETA DIVISION,$ (won),6,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,ZETA DIVISION,$$ (won),10,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,All Maps,ZETA DIVISION,$$$ (won),17,7
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,$$ (won),11,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,$$$ (won),8,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,$$ (won),4,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,$$$ (won),14,9
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,$$ (won),3,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,$$$ (won),11,9
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,$$ (won),6,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,$$$ (won),6,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,Eco (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,$$ (won),5,5
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,$$$ (won),10,6
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,Eco (won),4,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,$$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,$$$ (won),10,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Rex Regum Qeon,Pistol Won,,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Rex Regum Qeon,Eco (won),8,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Rex Regum Qeon,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Rex Regum Qeon,$$ (won),19,12
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Rex Regum Qeon,$$$ (won),29,19
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Team Secret,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Team Secret,Eco (won),10,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Team Secret,$ (won),4,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Team Secret,$$ (won),12,5
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,All Maps,Team Secret,$$$ (won),30,14
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,$$ (won),7,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,$$$ (won),9,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,$$ (won),6,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,$$$ (won),12,9
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,Eco (won),4,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,$$ (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,$$$ (won),20,10
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,Eco (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,$$ (won),11,6
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,$$$ (won),12,6
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,Global Esports,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,Global Esports,Eco (won),7,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,Global Esports,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,Global Esports,$$ (won),9,6
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,Global Esports,$$$ (won),29,13
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Pistol Won,,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Eco (won),5,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$ (won),17,9
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,$$$ (won),24,15
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,$$ (won),3,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,$$$ (won),11,9
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,$$ (won),8,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,$$$ (won),7,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,Eco (won),4,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,$$ (won),7,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,$$$ (won),6,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,Eco (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,$$ (won),5,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,$$$ (won),10,8
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,Eco (won),4,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,$ (won),1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,$$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,$$$ (won),16,11
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,Eco (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,$$ (won),10,5
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,$$$ (won),10,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,T1,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,T1,Eco (won),11,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,T1,$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,T1,$$ (won),11,6
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,T1,$$$ (won),33,21
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,TALON,Pistol Won,,4
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,TALON,Eco (won),7,4
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,TALON,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,TALON,$$ (won),23,10
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,TALON,$$$ (won),27,13
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,Eco (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,$$ (won),9,4
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,$$$ (won),9,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,Eco (won),5,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,$ (won),1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,$$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,$$$ (won),14,11
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,Eco (won),3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,$ (won),1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,$$ (won),7,4
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,$$$ (won),17,8
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,Eco (won),3,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,$$ (won),5,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,$$$ (won),20,11
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,Gen.G,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,Gen.G,Eco (won),5,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,Gen.G,$ (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,Gen.G,$$ (won),16,8
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,Gen.G,$$$ (won),26,11
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,DRX,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,DRX,Eco (won),8,2
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,DRX,$ (won),1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,DRX,$$ (won),7,3
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,All Maps,DRX,$$$ (won),34,22
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,$$ (won),5,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,$$$ (won),16,8
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,$ (won),0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,$$ (won),5,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,$$$ (won),18,9
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,Eco (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,$ (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,$$ (won),5,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,$$$ (won),32,16
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,$$ (won),6,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,$$$ (won),31,15
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,Eco (won),3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,$$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,$$$ (won),14,11
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,Pistol Won,,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,Eco (won),3,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,$ (won),2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,$$ (won),7,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,$$$ (won),9,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Nongshim RedForce,Pistol Won,,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Nongshim RedForce,Eco (won),8,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Nongshim RedForce,$ (won),7,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Nongshim RedForce,$$ (won),12,7
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Nongshim RedForce,$$$ (won),62,35
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Rex Regum Qeon,Pistol Won,,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Rex Regum Qeon,Eco (won),9,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Rex Regum Qeon,$ (won),4,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Rex Regum Qeon,$$ (won),18,10
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,All Maps,Rex Regum Qeon,$$$ (won),58,27
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,Pistol Won,,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,Eco (won),2,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,$ (won),2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,$$ (won),13,6
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,$$$ (won),6,4
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,Pistol Won,,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,Eco (won),3,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,$ (won),1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,$$ (won),4,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,$$$ (won),15,8
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,DetonatioN FocusMe,Pistol Won,,2
