Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,G2 Esports,JonahP,fade,2,,,,,,,,,32,0,2
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,G2 Esports,leaf,viper,4,1,,,,,1,,,61,0,0
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,G2 Esports,trent,tejo,4,,,,,,,,,41,5,1
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,Team Heretics,Boo,omen,2,1,,,1,,,,,47,0,1
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,Team Heretics,RieNs,fade,5,1,,,,1,,,,57,6,1
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,Team Heretics,MiniBoo,raze,5,,,,,,,,,60,1,1
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,Team Heretics,Wo0t,chamber,5,2,,,,,,,,72,0,2
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,Team Heretics,benjyfishy,deadlock,3,,,,1,,,,,50,2,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,Bilibili Gaming,Knight,sova,6,,,,,,,,,58,2,2
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,Bilibili Gaming,whzy,neon,2,,1,,,,,,,34,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,Bilibili Gaming,nephh,"breach, deadlock",2,1,,,,,,,,46,3,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,Bilibili Gaming,Levius,"cypher, viper",5,1,,,,1,,,,38,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,Bilibili Gaming,rushia,omen,3,,,,,,,,,36,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,MIBR,cortezia,"killjoy, viper",5,2,,,1,,,,,62,3,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,MIBR,artzin,"kayo, viper",7,1,,,,,,,,53,3,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,MIBR,aspas,"neon, waylay",6,1,1,1,,,,,,72,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,MIBR,xenom,omen,3,1,,,,,,,,34,4,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,All Maps,MIBR,Verno,sova,8,,2,,,1,,,,75,9,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,Knight,sova,3,,,,,,,,,64,1,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,whzy,neon,1,,,,,,,,,34,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,nephh,breach,,,,,,,,,,40,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,Levius,cypher,2,,,,,1,,,,19,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,rushia,omen,,,,,,,,,,32,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,MIBR,cortezia,killjoy,3,,,,1,,,,,70,2,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,MIBR,artzin,viper,4,,,,,,,,,47,1,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,MIBR,aspas,neon,,1,1,,,,,,,80,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,MIBR,xenom,omen,2,,,,,,,,,33,2,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,MIBR,Verno,sova,2,,2,,,1,,,,93,5,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,Knight,sova,3,,,,,,,,,52,1,2
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,whzy,neon,1,,1,,,,,,,34,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,nephh,deadlock,2,1,,,,,,,,52,3,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,Levius,viper,3,1,,,,,,,,57,0,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,rushia,omen,3,,,,,,,,,40,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,MIBR,cortezia,viper,2,2,,,,,,,,53,1,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,MIBR,artzin,kayo,3,1,,,,,,,,58,2,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,MIBR,aspas,waylay,6,,,1,,,,,,63,0,1
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,MIBR,xenom,omen,1,1,,,,,,,,35,2,0
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,MIBR,Verno,sova,6,,,,,,,,,56,4,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,crazyguy,"sova, tejo",4,,,,2,,,,,45,4,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,Kushy,"kayo, sova",7,,1,1,,1,,,,67,7,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,xffero,cypher,3,,1,,,1,,,,36,2,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,Monyet,omen,5,,,,,,,,,29,6,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Rex Regum Qeon,Jemkin,"jett, yoru",3,3,,,,,,,,45,0,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,crashies,sova,4,1,,,,1,,,,44,5,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,Boaster,"astra, omen",8,2,1,,1,1,,,,82,5,5
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,Chronicle,"breach, vyse",6,4,1,1,,,,,,91,4,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,kaajak,"waylay, yoru",4,,,,,,,,,37,1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,FNATIC,Alfajer,"cypher, sage",9,2,,,,,,,,59,2,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,crazyguy,tejo,1,,,,,,,,,36,1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,Kushy,sova,3,,,1,,1,,,,72,3,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,xffero,cypher,3,,1,,,1,,,,49,0,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,Monyet,omen,1,,,,,,,,,28,3,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,Jemkin,yoru,1,3,,,,,,,,53,0,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,crashies,sova,3,1,,,,1,,,,55,3,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,Boaster,omen,2,,,,,,,,,36,3,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,Chronicle,vyse,3,2,1,1,,,,,,104,1,1
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,kaajak,yoru,,,,,,,,,,35,1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,FNATIC,Alfajer,sage,5,1,,,,,,,,52,1,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,crazyguy,sova,3,,,,2,,,,,54,3,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,Kushy,kayo,4,,1,,,,,,,61,4,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,xffero,cypher,,,,,,,,,,23,2,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,Monyet,omen,4,,,,,,,,,30,3,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,Jemkin,jett,2,,,,,,,,,36,0,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,crashies,sova,1,,,,,,,,,32,2,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,Boaster,astra,6,2,1,,1,1,,,,128,2,4
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,Chronicle,breach,3,2,,,,,,,,77,3,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,kaajak,waylay,4,,,,,,,,,38,0,0
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,FNATIC,Alfajer,cypher,4,1,,,,,,,,66,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,Jinggg,"raze, sage",12,3,,,,,,,,58,3,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,f0rsakeN,omen,8,1,,,1,,,,,39,8,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,d4v41,"sage, vyse",7,2,1,,2,,,,,50,6,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,PatMen,"fade, sova, viper",7,2,,,,,,,,45,4,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,Paper Rex,something,"sova, yoru",12,4,1,1,1,,,,,60,2,4
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,Cloud,"fade, sova",5,3,,,1,,,,,52,8,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,grubinho,omen,4,1,1,,1,,,,,45,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,Flickless,"breach, kayo, viper",7,2,,,,,,,,48,5,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,ara,"jett, neon, raze",9,4,1,,,,,1,,49,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,All Maps,GIANTX,westside,cypher,7,3,,,1,,,,,55,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,Jinggg,sage,2,,,,,,,,,43,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,f0rsakeN,omen,4,1,,,,,,,,42,3,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,d4v41,vyse,3,,,,1,,,,,48,0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,PatMen,sova,4,,,,,,,,,50,2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,something,yoru,3,,,1,1,,,,,47,0,2
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,Cloud,sova,3,1,,,,,,,,66,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,grubinho,omen,1,,,,,,,,,38,0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,Flickless,kayo,2,,,,,,,,,40,4,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,ara,jett,6,3,,,,,,,,64,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,GIANTX,westside,cypher,5,1,,,1,,,,,58,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,Jinggg,raze,2,2,,,,,,,,61,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,f0rsakeN,omen,2,,,,1,,,,,33,4,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,d4v41,vyse,2,2,1,,,,,,,62,2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,PatMen,fade,1,1,,,,,,,,37,2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,something,yoru,4,3,,,,,,,,64,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,Cloud,fade,2,1,,,1,,,,,41,5,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,grubinho,omen,,,1,,,,,,,46,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,Flickless,viper,2,1,,,,,,,,50,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,ara,raze,2,1,,,,,,,,37,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,GIANTX,westside,cypher,2,1,,,,,,,,61,0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,Jinggg,raze,8,1,,,,,,,,70,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,f0rsakeN,omen,2,,,,,,,,,42,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,d4v41,sage,2,,,,1,,,,,39,4,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,PatMen,viper,2,1,,,,,,,,48,0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,something,sova,5,1,1,,,,,,,69,2,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,Cloud,sova,,1,,,,,,,,50,2,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,grubinho,omen,3,1,,,1,,,,,51,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,Flickless,breach,3,1,,,,,,,,55,1,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,ara,neon,1,,1,,,,,1,,45,0,0
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,GIANTX,westside,cypher,,1,,,,,,,,45,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,free1ng,"cypher, viper, vyse",7,,,,2,,,,,44,2,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,MaKo,omen,3,1,,,2,,,,,33,6,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,BeYN,"fade, sova",7,3,2,,1,1,,1,,54,16,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,HYUNMIN,waylay,11,2,,,,,,,,50,5,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,DRX,Flashback,"neon, yoru",19,4,,,,1,,,,64,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,brawk,"sova, vyse",8,3,,,,,,,,60,2,4
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,s0m,"omen, viper",6,4,,,,,,,,41,2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,mada,"neon, raze, waylay",9,4,1,1,,,,,,56,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,skuba,"killjoy, viper",10,2,,,,,,,,46,3,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,All Maps,Mega Minors,Ethan,"fade, kayo, omen",4,,1,,,,,,,34,11,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,free1ng,cypher,4,,,,1,,,,,47,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,MaKo,omen,2,,,,,,,,,31,3,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,BeYN,sova,2,1,,,1,,,,,42,6,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,HYUNMIN,waylay,4,1,,,,,,,,54,0,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,Flashback,neon,6,,,,,1,,,,64,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,brawk,sova,,,,,,,,,,48,0,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,s0m,viper,1,1,,,,,,,,34,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,mada,neon,1,2,1,,,,,,,64,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,skuba,killjoy,3,2,,,,,,,,52,0,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,Mega Minors,Ethan,omen,1,,,,,,,,,33,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,free1ng,viper,2,,,,1,,,,,54,0,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,MaKo,omen,,1,,,,,,,,37,2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,BeYN,fade,3,1,,,,,,,,51,4,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,HYUNMIN,waylay,4,,,,,,,,,46,2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,Flashback,yoru,8,2,,,,,,,,62,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,brawk,sova,2,,,,,,,,,53,2,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,s0m,omen,2,3,,,,,,,,49,2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,mada,waylay,4,1,,1,,,,,,55,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,skuba,viper,6,,,,,,,,,54,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,Mega Minors,Ethan,kayo,1,,1,,,,,,,28,3,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,free1ng,vyse,1,,,,,,,,,32,1,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,MaKo,omen,1,,,,2,,,,,30,1,1
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,BeYN,fade,2,1,2,,,1,,1,,69,6,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,HYUNMIN,waylay,3,1,,,,,,,,49,3,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,Flashback,yoru,5,2,,,,,,,,65,1,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,brawk,vyse,6,3,,,,,,,,80,0,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,s0m,omen,3,,,,,,,,,41,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,mada,raze,4,1,,,,,,,,50,0,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,skuba,viper,1,,,,,,,,,32,2,0
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,Mega Minors,Ethan,fade,2,,,,,,,,,42,7,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,Boo,omen,2,1,,,2,1,,,,42,1,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,RieNs,"fade, sova",10,3,,,,1,,,,66,10,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,MiniBoo,"raze, yoru",3,2,2,,,1,,,,51,1,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,Wo0t,"chamber, raze",5,3,1,,1,,,,,63,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Team Heretics,benjyfishy,"cypher, deadlock",6,2,,,,,,,,39,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,stax,"fade, sova",1,,,,1,,,,,32,13,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,BuZz,neon,3,2,2,,,,,,,44,0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,Meteor,"cypher, vyse",4,3,,,,,,,,51,1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,iZu,yoru,5,4,,,,1,,,,52,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,T1,DH,omen,5,1,2,,,,,,,57,2,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,Boo,omen,1,,,,1,,,,,33,0,2
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,RieNs,fade,5,2,,,,1,,,,71,7,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,MiniBoo,raze,1,,2,,,,,,,54,0,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,Wo0t,chamber,4,2,1,,,,,,,64,0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,benjyfishy,deadlock,3,1,,,,,,,,50,0,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,stax,fade,,,,,,,,,,24,8,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,BuZz,neon,2,1,1,,,,,,,51,0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,Meteor,vyse,,1,,,,,,,,35,0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,iZu,yoru,2,2,,,,1,,,,58,0,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,T1,DH,omen,2,1,1,,,,,,,56,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,Boo,omen,1,1,,,1,1,,,,51,1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,RieNs,sova,5,1,,,,,,,,60,3,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,MiniBoo,yoru,2,2,,,,1,,,,47,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,Wo0t,raze,1,1,,,1,,,,,61,1,1
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,benjyfishy,cypher,3,1,,,,,,,,28,1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,stax,sova,1,,,,1,,,,,39,5,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,BuZz,neon,1,1,1,,,,,,,37,0,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,Meteor,cypher,4,2,,,,,,,,67,1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,iZu,yoru,3,2,,,,,,,,45,1,0
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,T1,DH,omen,3,,1,,,,,,,58,1,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,cortezia,"cypher, killjoy, viper",9,2,,,1,1,,,,42,2,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,artzin,"kayo, viper, yoru",7,4,,,1,,,,,52,5,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,aspas,"jett, neon, raze",9,4,,,,,,,,62,0,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,xenom,"astra, brimstone, omen",4,2,1,,,,,,,42,3,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,MIBR,Verno,"fade, sova",5,3,1,,,1,,,,42,10,1
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,crashies,"fade, sova",7,2,1,,,,,,,62,7,0
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,All Maps,FNATIC,Boaster,"astra, omen",4,2,,,,1,,,,41,2,0
